,,,30.Aug,2017
42947.75,07.31.2017,18:00:00,33.5,
42947.83333,07.31.2017,20:00:00,26,
42947.91667,07.31.2017,22:00:00,21,
42948,08.01.2017,00:00:00,19.5,
42948.08333,08.01.2017,02:00:00,18.5,
42948.16667,08.01.2017,04:00:00,16.5,
42948.25,08.01.2017,06:00:00,15.5,
42948.33333,08.01.2017,08:00:00,17.5,
42948.41667,08.01.2017,10:00:00,22,
42948.5,08.01.2017,12:00:00,27,
42948.58333,08.01.2017,14:00:00,34,
42948.66667,08.01.2017,16:00:00,37.5,
42948.75,08.01.2017,18:00:00,29.5,
42948.83333,08.01.2017,20:00:00,23.5,
42948.91667,08.01.2017,22:00:00,20,
42949,08.02.2017,00:00:00,18.5,
42949.08333,08.02.2017,02:00:00,16.5,
42949.16667,08.02.2017,04:00:00,15.5,
42949.25,08.02.2017,06:00:00,14.5,
42949.33333,08.02.2017,08:00:00,17,
42949.41667,08.02.2017,10:00:00,24,
42949.5,08.02.2017,12:00:00,31.5,
42949.58333,08.02.2017,14:00:00,38.5,
42949.66667,08.02.2017,16:00:00,40,
42949.75,08.02.2017,18:00:00,34.5,
42949.83333,08.02.2017,20:00:00,26.5,
42949.91667,08.02.2017,22:00:00,21.5,
42950,08.03.2017,00:00:00,19,
42950.08333,08.03.2017,02:00:00,17,
42950.16667,08.03.2017,04:00:00,16,
42950.25,08.03.2017,06:00:00,15,
42950.33333,08.03.2017,08:00:00,17,
42950.41667,08.03.2017,10:00:00,22.5,
42950.5,08.03.2017,12:00:00,29.5,
42950.58333,08.03.2017,14:00:00,34,
42950.66667,08.03.2017,16:00:00,34,
42950.75,08.03.2017,18:00:00,29.5,
42950.83333,08.03.2017,20:00:00,24,
42950.91667,08.03.2017,22:00:00,20.5,
42951,08.04.2017,00:00:00,20,
42951.08333,08.04.2017,02:00:00,18.5,
42951.16667,08.04.2017,04:00:00,18,
42951.25,08.04.2017,06:00:00,17,
42951.33333,08.04.2017,08:00:00,18,
42951.41667,08.04.2017,10:00:00,25,
42951.5,08.04.2017,12:00:00,34,
42951.58333,08.04.2017,14:00:00,42.5,
42951.66667,08.04.2017,16:00:00,45,
42951.75,08.04.2017,18:00:00,38.5,
42951.83333,08.04.2017,20:00:00,29,
42951.91667,08.04.2017,22:00:00,23,
42952,08.05.2017,00:00:00,21.5,
42952.08333,08.05.2017,02:00:00,19,
42952.16667,08.05.2017,04:00:00,17.5,
42952.25,08.05.2017,06:00:00,16.5,
42952.33333,08.05.2017,08:00:00,18,
42952.41667,08.05.2017,10:00:00,25,
42952.5,08.05.2017,12:00:00,32.5,
42952.58333,08.05.2017,14:00:00,38.5,
42952.66667,08.05.2017,16:00:00,39.5,
42952.75,08.05.2017,18:00:00,32.5,
42952.83333,08.05.2017,20:00:00,26,
42952.91667,08.05.2017,22:00:00,21,
42953,08.06.2017,00:00:00,19,
42953.08333,08.06.2017,02:00:00,17.5,
42953.16667,08.06.2017,04:00:00,16.5,
42953.25,08.06.2017,06:00:00,15.5,
42953.33333,08.06.2017,08:00:00,17.5,
42953.41667,08.06.2017,10:00:00,22,
42953.5,08.06.2017,12:00:00,28.5,
42953.58333,08.06.2017,14:00:00,34,
42953.66667,08.06.2017,16:00:00,35,
42953.75,08.06.2017,18:00:00,31,
42953.83333,08.06.2017,20:00:00,25,
42953.91667,08.06.2017,22:00:00,20.5,
42954,08.07.2017,00:00:00,18.5,
42954.08333,08.07.2017,02:00:00,17.5,
42954.16667,08.07.2017,04:00:00,16.5,
42954.25,08.07.2017,06:00:00,16,
42954.33333,08.07.2017,08:00:00,17,
42954.41667,08.07.2017,10:00:00,22,
42954.5,08.07.2017,12:00:00,28.5,
42954.58333,08.07.2017,14:00:00,35.5,
42954.66667,08.07.2017,16:00:00,35.5,
42954.75,08.07.2017,18:00:00,30.5,
42954.83333,08.07.2017,20:00:00,24.5,
42954.91667,08.07.2017,22:00:00,20.5,
42955,08.08.2017,00:00:00,19,
42955.08333,08.08.2017,02:00:00,17.5,
42955.16667,08.08.2017,04:00:00,16.5,
42955.25,08.08.2017,06:00:00,16.5,
42955.33333,08.08.2017,08:00:00,17.5,
42955.41667,08.08.2017,10:00:00,22.5,
42955.5,08.08.2017,12:00:00,29.5,
42955.58333,08.08.2017,14:00:00,34.5,
42955.66667,08.08.2017,16:00:00,34.5,
42955.75,08.08.2017,18:00:00,30,
42955.83333,08.08.2017,20:00:00,24,
42955.91667,08.08.2017,22:00:00,20,
42956,08.09.2017,00:00:00,18,
42956.08333,08.09.2017,02:00:00,16.5,
42956.16667,08.09.2017,04:00:00,15.5,
42956.25,08.09.2017,06:00:00,14.5,
42956.33333,08.09.2017,08:00:00,16.5,
42956.41667,08.09.2017,10:00:00,22,
42956.5,08.09.2017,12:00:00,28.5,
42956.58333,08.09.2017,14:00:00,34,
42956.66667,08.09.2017,16:00:00,33.5,
42956.75,08.09.2017,18:00:00,29.5,
42956.83333,08.09.2017,20:00:00,23.5,
42956.91667,08.09.2017,22:00:00,19.5,
42957,08.10.2017,00:00:00,18,
42957.08333,08.10.2017,02:00:00,16.5,
42957.16667,08.10.2017,04:00:00,15.5,
42957.25,08.10.2017,06:00:00,15,
42957.33333,08.10.2017,08:00:00,16.5,
42957.41667,08.10.2017,10:00:00,22,
42957.5,08.10.2017,12:00:00,29,
42957.58333,08.10.2017,14:00:00,35,
42957.66667,08.10.2017,16:00:00,35,
42957.75,08.10.2017,18:00:00,31,
42957.83333,08.10.2017,20:00:00,24.5,
42957.91667,08.10.2017,22:00:00,20.5,
42958,08.11.2017,00:00:00,19,
42958.08333,08.11.2017,02:00:00,17.5,
42958.16667,08.11.2017,04:00:00,16,
42958.25,08.11.2017,06:00:00,15.5,
42958.33333,08.11.2017,08:00:00,17,
42958.41667,08.11.2017,10:00:00,23.5,
42958.5,08.11.2017,12:00:00,31.5,
42958.58333,08.11.2017,14:00:00,40.5,
42958.66667,08.11.2017,16:00:00,43,
42958.75,08.11.2017,18:00:00,38,
42958.83333,08.11.2017,20:00:00,29,
42958.91667,08.11.2017,22:00:00,22.5,
42959,08.12.2017,00:00:00,20,
42959.08333,08.12.2017,02:00:00,18.5,
42959.16667,08.12.2017,04:00:00,17.5,
42959.25,08.12.2017,06:00:00,17,
42959.33333,08.12.2017,08:00:00,18,
42959.41667,08.12.2017,10:00:00,24,
42959.5,08.12.2017,12:00:00,31,
42959.58333,08.12.2017,14:00:00,38.5,
42959.66667,08.12.2017,16:00:00,40.5,
42959.75,08.12.2017,18:00:00,33.5,
42959.83333,08.12.2017,20:00:00,27,
42959.91667,08.12.2017,22:00:00,23.5,
42960,08.13.2017,00:00:00,22,
42960.08333,08.13.2017,02:00:00,20,
42960.16667,08.13.2017,04:00:00,19,
42960.25,08.13.2017,06:00:00,18.5,
42960.33333,08.13.2017,08:00:00,18.5,
42960.41667,08.13.2017,10:00:00,22,
42960.5,08.13.2017,12:00:00,27.5,
42960.58333,08.13.2017,14:00:00,30.5,
42960.66667,08.13.2017,16:00:00,34.5,
42960.75,08.13.2017,18:00:00,27.5,
42960.83333,08.13.2017,20:00:00,21,
42960.91667,08.13.2017,22:00:00,17.5,
42961,08.14.2017,00:00:00,16.5,
42961.08333,08.14.2017,02:00:00,16,
42961.16667,08.14.2017,04:00:00,15.5,
42961.25,08.14.2017,06:00:00,15,
42961.33333,08.14.2017,08:00:00,15.5,
42961.41667,08.14.2017,10:00:00,19,
42961.5,08.14.2017,12:00:00,24,
42961.58333,08.14.2017,14:00:00,28.5,
42961.66667,08.14.2017,16:00:00,28,
42961.75,08.14.2017,18:00:00,26.5,
42961.83333,08.14.2017,20:00:00,21,
42961.91667,08.14.2017,22:00:00,16.5,
42962,08.15.2017,00:00:00,15,
42962.08333,08.15.2017,02:00:00,13.5,
42962.16667,08.15.2017,04:00:00,13,
42962.25,08.15.2017,06:00:00,12,
42962.33333,08.15.2017,08:00:00,13.5,
42962.41667,08.15.2017,10:00:00,19.5,
42962.5,08.15.2017,12:00:00,28,
42962.58333,08.15.2017,14:00:00,33,
42962.66667,08.15.2017,16:00:00,31.5,
42962.75,08.15.2017,18:00:00,28.5,
42962.83333,08.15.2017,20:00:00,22,
42962.91667,08.15.2017,22:00:00,17.5,
42963,08.16.2017,00:00:00,15.5,
42963.08333,08.16.2017,02:00:00,14.5,
42963.16667,08.16.2017,04:00:00,13.5,
42963.25,08.16.2017,06:00:00,13,
42963.33333,08.16.2017,08:00:00,15.5,
42963.41667,08.16.2017,10:00:00,22,
42963.5,08.16.2017,12:00:00,30.5,
42963.58333,08.16.2017,14:00:00,38,
42963.66667,08.16.2017,16:00:00,39,
42963.75,08.16.2017,18:00:00,34,
42963.83333,08.16.2017,20:00:00,26.5,
42963.91667,08.16.2017,22:00:00,21,
42964,08.17.2017,00:00:00,18,
42964.08333,08.17.2017,02:00:00,17,
42964.16667,08.17.2017,04:00:00,16,
42964.25,08.17.2017,06:00:00,14.5,
42964.33333,08.17.2017,08:00:00,16.5,
42964.41667,08.17.2017,10:00:00,21.5,
42964.5,08.17.2017,12:00:00,29.5,
42964.58333,08.17.2017,14:00:00,36.5,
42964.66667,08.17.2017,16:00:00,39,
42964.75,08.17.2017,18:00:00,34.5,
42964.83333,08.17.2017,20:00:00,26,
42964.91667,08.17.2017,22:00:00,20.5,
42965,08.18.2017,00:00:00,18,
42965.08333,08.18.2017,02:00:00,16.5,
42965.16667,08.18.2017,04:00:00,16.5,
42965.25,08.18.2017,06:00:00,16,
42965.33333,08.18.2017,08:00:00,17.5,
42965.41667,08.18.2017,10:00:00,23.5,
42965.5,08.18.2017,12:00:00,32,
42965.58333,08.18.2017,14:00:00,37,
42965.66667,08.18.2017,16:00:00,36.5,
42965.75,08.18.2017,18:00:00,31.5,
42965.83333,08.18.2017,20:00:00,23.5,
42965.91667,08.18.2017,22:00:00,20.5,
42966,08.19.2017,00:00:00,19,
42966.08333,08.19.2017,02:00:00,17.5,
42966.16667,08.19.2017,04:00:00,17,
42966.25,08.19.2017,06:00:00,16,
42966.33333,08.19.2017,08:00:00,17.5,
42966.41667,08.19.2017,10:00:00,22,
42966.5,08.19.2017,12:00:00,28.5,
42966.58333,08.19.2017,14:00:00,29.5,
42966.66667,08.19.2017,16:00:00,35,
42966.75,08.19.2017,18:00:00,30.5,
42966.83333,08.19.2017,20:00:00,22.5,
42966.91667,08.19.2017,22:00:00,17.5,
42967,08.20.2017,00:00:00,15.5,
42967.08333,08.20.2017,02:00:00,15,
42967.16667,08.20.2017,04:00:00,15,
42967.25,08.20.2017,06:00:00,15.5,
42967.33333,08.20.2017,08:00:00,17,
42967.41667,08.20.2017,10:00:00,20.5,
42967.5,08.20.2017,12:00:00,25.5,
42967.58333,08.20.2017,14:00:00,33.5,
42967.66667,08.20.2017,16:00:00,29,
42967.75,08.20.2017,18:00:00,26.5,
42967.83333,08.20.2017,20:00:00,22,
42967.91667,08.20.2017,22:00:00,18,
42968,08.21.2017,00:00:00,17.5,
42968.08333,08.21.2017,02:00:00,16.5,
42968.16667,08.21.2017,04:00:00,14.5,
42968.25,08.21.2017,06:00:00,13,
42968.33333,08.21.2017,08:00:00,14.5,
42968.41667,08.21.2017,10:00:00,20.5,
42968.5,08.21.2017,12:00:00,27,
42968.58333,08.21.2017,14:00:00,30.5,
42968.66667,08.21.2017,16:00:00,33.5,
42968.75,08.21.2017,18:00:00,31.5,
42968.83333,08.21.2017,20:00:00,24.5,
42968.91667,08.21.2017,22:00:00,19,
42969,08.22.2017,00:00:00,17,
42969.08333,08.22.2017,02:00:00,16,
42969.16667,08.22.2017,04:00:00,15,
42969.25,08.22.2017,06:00:00,14,
42969.33333,08.22.2017,08:00:00,15,
42969.41667,08.22.2017,10:00:00,22.5,
42969.5,08.22.2017,12:00:00,32,
42969.58333,08.22.2017,14:00:00,39.5,
42969.66667,08.22.2017,16:00:00,42,
42969.75,08.22.2017,18:00:00,36.5,
42969.83333,08.22.2017,20:00:00,27.5,
42969.91667,08.22.2017,22:00:00,22,
42970,08.23.2017,00:00:00,19.5,
42970.08333,08.23.2017,02:00:00,18.5,
42970.16667,08.23.2017,04:00:00,17.5,
42970.25,08.23.2017,06:00:00,16,
42970.33333,08.23.2017,08:00:00,17.5,
42970.41667,08.23.2017,10:00:00,24.5,
42970.5,08.23.2017,12:00:00,34,
42970.58333,08.23.2017,14:00:00,37,
42970.66667,08.23.2017,16:00:00,41,
42970.75,08.23.2017,18:00:00,30,
42970.83333,08.23.2017,20:00:00,25.5,
42970.91667,08.23.2017,22:00:00,21.5,
42971,08.24.2017,00:00:00,19.5,
42971.08333,08.24.2017,02:00:00,17,
42971.16667,08.24.2017,04:00:00,16.5,
42971.25,08.24.2017,06:00:00,15,
42971.33333,08.24.2017,08:00:00,17,
42971.41667,08.24.2017,10:00:00,23.5,
42971.5,08.24.2017,12:00:00,22.5,
42971.58333,08.24.2017,14:00:00,27.5,
42971.66667,08.24.2017,16:00:00,16.5,
42971.75,08.24.2017,18:00:00,21,
42971.83333,08.24.2017,20:00:00,17,
42971.91667,08.24.2017,22:00:00,14.5,
42972,08.25.2017,00:00:00,13.5,
42972.08333,08.25.2017,02:00:00,12,
42972.16667,08.25.2017,04:00:00,11.5,
42972.25,08.25.2017,06:00:00,11,
42972.33333,08.25.2017,08:00:00,12.5,
42972.41667,08.25.2017,10:00:00,15,
42972.5,08.25.2017,12:00:00,20.5,
42972.58333,08.25.2017,14:00:00,26,
42972.66667,08.25.2017,16:00:00,28,
42972.75,08.25.2017,18:00:00,25,
42972.83333,08.25.2017,20:00:00,19.5,
42972.91667,08.25.2017,22:00:00,16.5,
42973,08.26.2017,00:00:00,15,
42973.08333,08.26.2017,02:00:00,13.5,
42973.16667,08.26.2017,04:00:00,13,
42973.25,08.26.2017,06:00:00,12,
42973.33333,08.26.2017,08:00:00,12.5,
42973.41667,08.26.2017,10:00:00,17,
42973.5,08.26.2017,12:00:00,23.5,
42973.58333,08.26.2017,14:00:00,28.5,
42973.66667,08.26.2017,16:00:00,30.5,
42973.75,08.26.2017,18:00:00,27,
42973.83333,08.26.2017,20:00:00,22,
42973.91667,08.26.2017,22:00:00,19,
42974,08.27.2017,00:00:00,17,
42974.08333,08.27.2017,02:00:00,16,
42974.16667,08.27.2017,04:00:00,15,
42974.25,08.27.2017,06:00:00,14.5,
42974.33333,08.27.2017,08:00:00,14.5,
42974.41667,08.27.2017,10:00:00,19,
42974.5,08.27.2017,12:00:00,25.5,
42974.58333,08.27.2017,14:00:00,30.5,
42974.66667,08.27.2017,16:00:00,32,
42974.75,08.27.2017,18:00:00,28.5,
42974.83333,08.27.2017,20:00:00,23,
42974.91667,08.27.2017,22:00:00,20,
42975,08.28.2017,00:00:00,18.5,
42975.08333,08.28.2017,02:00:00,17.5,
42975.16667,08.28.2017,04:00:00,16.5,
42975.25,08.28.2017,06:00:00,15.5,
42975.33333,08.28.2017,08:00:00,16,
42975.41667,08.28.2017,10:00:00,20,
42975.5,08.28.2017,12:00:00,26.5,
42975.58333,08.28.2017,14:00:00,32,
42975.66667,08.28.2017,16:00:00,33.5,
42975.75,08.28.2017,18:00:00,29.5,
42975.83333,08.28.2017,20:00:00,24,
42975.91667,08.28.2017,22:00:00,21,
42976,08.29.2017,00:00:00,19,
42976.08333,08.29.2017,02:00:00,18,
42976.16667,08.29.2017,04:00:00,17,
42976.25,08.29.2017,06:00:00,15.5,
42976.33333,08.29.2017,08:00:00,16,
42976.41667,08.29.2017,10:00:00,20.5,
42976.5,08.29.2017,12:00:00,27.5,
42976.58333,08.29.2017,14:00:00,32.5,
42976.66667,08.29.2017,16:00:00,33.5,
42976.75,08.29.2017,18:00:00,28.5,
42976.83333,08.29.2017,20:00:00,24,
42976.91667,08.29.2017,22:00:00,20.5,
42977,08.30.2017,00:00:00,19,
42977.08333,08.30.2017,02:00:00,17.5,
42977.16667,08.30.2017,04:00:00,17,
42977.25,08.30.2017,06:00:00,16,
42977.33333,08.30.2017,08:00:00,17,
-end-,-end-,-end-,,
